ensembl	gene	lfc	expr	t	p	q	b	seqid
ENSG00000168481	LGI3	-0.650490244	8.392027325	-3.88632643	0.000123308	0.012948601	0.199426769	8
ENSG00000154096	THY1	0.797122273	9.379789125	3.873926071	0.000129464	0.013094908	0.154385073	11
ENSG00000106483	SFRP4	0.670540682	13.62053217	3.876782888	0.00012802	0.013043547	0.111973064	7
ENSG00000185960	SHOX	0.608899985	3.210159255	3.901676191	0.000116071	0.012581852	0.04864998	X
ENSG00000145423	SFRP2	0.628149805	11.76052765	3.830650914	0.000153306	0.014817614	-0.034814377	4
ENSG00000170439	METTL7B	-0.606096891	6.083680611	-3.81958149	0.00016004	0.0151727	-0.097868123	12
ENSG00000132975	GPR12	-0.68212441	4.529647491	-3.787068012	0.000181474	0.016581025	-0.271326381	13
ENSG00000137675	MMP27	0.631758603	2.471371822	3.707899465	0.000245553	0.020235048	-0.726728744	11
ENSG00000178235	SLITRK1	-0.692960828	7.175685531	-3.627160043	0.000332479	0.024950785	-0.749582579	13
ENSG00000165973	NELL1	0.696723489	2.410461968	3.702281226	0.00025083	0.02049774	-0.761147576	11
ENSG00000178586	OR6B3	-0.608381601	6.701234938	-3.623942346	0.000336481	0.025002971	-0.775598324	2
ENSG00000178171	AMER3	-0.708845373	2.219520112	-3.643221497	0.000313162	0.023796342	-0.948591904	2
ENSG00000029559	IBSP	0.615543225	1.979566759	3.645806795	0.000310153	0.023686725	-1.017666402	4
ENSG00000167941	SOST	0.731394141	1.873256299	3.614091249	0.000349018	0.02559753	-1.152376925	17
ENSG00000131094	C1QL1	-0.800834038	8.798503771	-3.485938918	0.000557604	0.035427786	-1.211162926	17
ENSG00000254366	RP11-38H17.1	0.670704785	3.936518067	3.447696663	0.00063958	0.038378579	-1.499832984	8
ENSG00000074410	CA12	0.600259147	6.77998395	3.385744949	0.000796649	0.043100305	-1.585177766	15
ENSG00000257017	HP	0.772884294	8.723377036	3.366045924	0.000853691	0.045057914	-1.607426472	16
ENSG00000166796	LDHC	0.663057334	1.979426971	3.436972705	0.000664513	0.039023049	-1.730316045	11
