ensembl	gene	lfc	expr	t	p	q	b	seqid
ENSG00000186871	ERCC6L	-0.743348042	4.624259353	-6.29672112	9.08906E-10	4.10269E-07	11.54977124	X
ENSG00000011201	KAL1	-0.650381732	10.56710793	-6.181947734	1.75908E-09	7.71015E-07	11.00712156	X
ENSG00000184368	MAP7D2	-0.748129205	4.789014808	-6.193300773	1.64854E-09	7.33186E-07	10.97813132	X
ENSG00000272769	RP11-725P16.2	0.77118169	3.645229655	6.164499264	1.94327E-09	8.39576E-07	10.72857087	2
ENSG00000273203	AC006946.16	0.80201095	3.120120303	6.120015997	2.50246E-09	1.06594E-06	10.43458912	22
ENSG00000196581	AJAP1	0.949775735	7.244859585	5.903791919	8.38648E-09	3.38177E-06	9.464370186	1
ENSG00000179603	GRM8	1.115478176	4.109613239	5.6994274	2.55025E-08	1.01483E-05	8.250046957	7
ENSG00000075340	ADD2	-0.647702393	7.002264554	-5.653186404	3.26616E-08	1.28284E-05	8.155627979	2
ENSG00000203907	OOEP	0.713426344	2.089888457	5.402801931	1.21328E-07	4.53003E-05	6.523397727	6
ENSG00000132204	LINC00470	0.838570609	1.818648187	5.14819465	4.39081E-07	0.000158085	5.225729642	18
ENSG00000022556	NLRP2	-0.654507512	8.038952648	-4.73759968	3.14603E-06	0.001045555	3.787733361	19
ENSG00000181072	CHRM2	0.75532261	6.969620726	4.36592309	1.66792E-05	0.005482928	2.157735372	7
ENSG00000224570	RP11-430H12.2	0.687187753	1.801798072	4.363393224	1.6902E-05	0.005496409	1.722626134	1
ENSG00000266088	RP5-1028K7.2	-0.722632729	3.095864077	-4.263804166	2.58685E-05	0.008149389	1.558053572	17
ENSG00000183690	EFHC2	-0.640680749	6.30442545	-4.154451896	4.10004E-05	0.012399754	1.296563281	X
ENSG00000158423	RIBC1	-0.59773847	6.249922913	-3.977287156	8.46882E-05	0.024162491	0.609437644	X
ENSG00000161798	AQP5	-0.681641078	7.566964547	-3.893108013	0.000118461	0.032073933	0.336025127	12
ENSG00000253967	RP11-333A23.4	0.66275504	1.735728567	3.977929956	8.44695E-05	0.024162491	0.178651265	8
ENSG00000254024	KB-1562D12.1	-0.620720698	2.269640101	-3.838232897	0.000146967	0.038572087	-0.17107276	8
ENSG00000177324	BEND2	-0.646749789	2.296047865	-3.830624647	0.000151397	0.038572087	-0.196618076	X
ENSG00000170486	KRT72	0.719819186	4.4277081	3.783751032	0.000181601	0.045389761	-0.218437286	12
ENSG00000167080	B4GALNT2	-0.589355159	1.813888776	-3.764055182	0.000195919	0.047825428	-0.519718896	17
